,loss,accuracy,val_loss,val_accuracy
0,2.390432596206665,0.11370620876550674,2.367804527282715,0.15233415365219116
1,2.3739912509918213,0.13706207275390625,2.3468689918518066,0.15233415365219116
2,2.3666794300079346,0.12292563170194626,2.338616132736206,0.15233415365219116
3,2.3659043312072754,0.12169637531042099,2.3354861736297607,0.15233415365219116
4,2.3579399585723877,0.1253841370344162,2.3235023021698,0.15233415365219116
5,2.349785089492798,0.14996926486492157,2.312312364578247,0.18918919563293457
6,2.3278000354766846,0.1505838930606842,2.2921741008758545,0.20393119752407074
7,2.3048954010009766,0.16717885434627533,2.2705509662628174,0.1941031962633133
8,2.270277976989746,0.1843884438276291,2.207667112350464,0.22113022208213806
9,2.270364284515381,0.1843884438276291,2.271043539047241,0.17936117947101593
10,2.2334909439086914,0.19483712315559387,2.192777395248413,0.22850123047828674
11,2.238927125930786,0.19483712315559387,2.168623208999634,0.2383292317390442
12,2.2063043117523193,0.211432084441185,2.166133403778076,0.2432432472705841
13,2.2059736251831055,0.21020282804965973,2.1545357704162598,0.262899249792099
14,2.180122137069702,0.21389059722423553,2.143101453781128,0.2309582382440567
15,2.1671135425567627,0.23417332768440247,2.1392557621002197,0.2800982892513275
16,2.1532046794891357,0.23232944309711456,2.1548709869384766,0.2432432472705841
17,2.1448230743408203,0.24708051979541779,2.109464168548584,0.2702702581882477
18,2.130842685699463,0.25199753046035767,2.1015639305114746,0.2751842737197876
19,2.118497133255005,0.25752919912338257,2.105835199356079,0.26535627245903015
20,2.1161186695098877,0.25322678685188293,2.0980656147003174,0.2751842737197876
21,2.0816822052001953,0.2593730688095093,2.08798885345459,0.28501227498054504
22,2.071380376815796,0.25752919912338257,2.0876107215881348,0.2825552821159363
23,2.0657687187194824,0.2827289402484894,2.0838496685028076,0.2874692976474762
24,2.0474326610565186,0.2851874530315399,2.0927236080169678,0.2923832833766937
25,2.061591863632202,0.2814996838569641,2.1481871604919434,0.262899249792099
26,2.03218674659729,0.3060848116874695,2.0996108055114746,0.2874692976474762
27,2.033338785171509,0.287031352519989,2.102937698364258,0.27764126658439636
28,2.0176525115966797,0.2888752222061157,2.096304416656494,0.28992629051208496
29,1.9986141920089722,0.3011677861213684,2.1058998107910156,0.2800982892513275
30,1.9955264329910278,0.2888752222061157,2.0891292095184326,0.2997542917728424
31,1.977871298789978,0.3153042495250702,2.1058743000030518,0.28501227498054504
32,1.9848254919052124,0.31653350591659546,2.0605361461639404,0.28501227498054504
33,1.9600727558135986,0.3171481192111969,2.0950520038604736,0.2702702581882477
34,1.9573979377746582,0.3134603500366211,2.0826575756073,0.2874692976474762
35,1.9350186586380005,0.32390904426574707,2.089190721511841,0.2874692976474762
36,1.9536081552505493,0.3294406831264496,2.0421204566955566,0.312039315700531
37,1.9278563261032104,0.33435770869255066,2.056946039199829,0.3071253001689911
38,1.9160178899765015,0.32329440116882324,2.050107717514038,0.29729729890823364
39,1.9028133153915405,0.34296250343322754,2.0800487995147705,0.2948403060436249
40,1.8958075046539307,0.34480640292167664,2.0690419673919678,0.2948403060436249
41,1.934215784072876,0.32882606983184814,2.0714428424835205,0.28501227498054504
42,1.90146005153656,0.33435770869255066,2.0417819023132324,0.30958232283592224
43,1.877036213874817,0.3441917598247528,2.0595576763153076,0.3194103240966797
44,1.8483085632324219,0.35218194127082825,2.0568385124206543,0.3243243098258972
45,1.8346599340438843,0.3638598620891571,2.0356104373931885,0.3194103240966797
