,loss,accuracy,val_loss,val_accuracy
0,2.3900575637817383,0.12786884605884552,2.385847568511963,0.1073298454284668
1,2.373558282852173,0.13770492374897003,2.378596544265747,0.1073298454284668
2,2.3632636070251465,0.13573770225048065,2.3744513988494873,0.1073298454284668
3,2.355257034301758,0.14426229894161224,2.3664393424987793,0.1073298454284668
4,2.348426342010498,0.14426229894161224,2.359663963317871,0.11256544291973114
5,2.3417961597442627,0.15081967413425446,2.3459949493408203,0.16492146253585815
6,2.331855058670044,0.16065573692321777,2.329115629196167,0.15445026755332947
7,2.312878131866455,0.17311474680900574,2.2987496852874756,0.16492146253585815
8,2.2919881343841553,0.18163934350013733,2.2711074352264404,0.16230367124080658
9,2.268484115600586,0.17901639640331268,2.24281644821167,0.1963350772857666
10,2.266810894012451,0.18098360300064087,2.2340714931488037,0.19109947979450226
11,2.2419815063476562,0.1973770558834076,2.205333948135376,0.1963350772857666
12,2.236682891845703,0.1921311467885971,2.2030932903289795,0.19371727108955383
13,2.1997931003570557,0.2072131186723709,2.1814258098602295,0.21204188466072083
14,2.1975762844085693,0.2091803252696991,2.1569902896881104,0.20680628716945648
15,2.1909472942352295,0.21836066246032715,2.1608211994171143,0.21989528834819794
16,2.1664068698883057,0.2242622971534729,2.138076066970825,0.23036649823188782
17,2.160156488418579,0.244590163230896,2.1451895236968994,0.2513088881969452
18,2.1563467979431152,0.23999999463558197,2.107994794845581,0.23036649823188782
19,2.128443479537964,0.2327868789434433,2.123413324356079,0.2565445005893707
20,2.1208484172821045,0.24721311032772064,2.081451177597046,0.28272250294685364
21,2.107903480529785,0.2478688508272171,2.0553507804870605,0.2879581153392792
22,2.09891414642334,0.24852459132671356,2.034919261932373,0.2774869203567505
23,2.08424711227417,0.26426228880882263,2.089125633239746,0.2958115041255951
24,2.064305067062378,0.2616393566131592,2.025677442550659,0.28010472655296326
25,2.067068576812744,0.2701639235019684,1.9879095554351807,0.3115183115005493
26,2.0522866249084473,0.2701639235019684,2.0238845348358154,0.30628272891044617
27,2.0431039333343506,0.28393441438674927,1.9618436098098755,0.32460734248161316
28,2.0377588272094727,0.29114753007888794,1.9900753498077393,0.30104711651802063
